title,ingredients,instructions,cuisine,servings,time_minutes,ingredient_list
Chicken Potato Soup,"chicken, potato, onion, tomato, garlic, turmeric, garam masala, coconut milk","Simmer chicken, onion, and garlic in broth, add potato near the end, season and serve.",Indian,2,47,300g chicken; 3 potato; 2 onion; 1 tomato; 3 cloves garlic; 1 turmeric; 1 garam masala; 1 cup coconut milk
Feta Couscous Bowl (Style 3),"feta, couscous, cucumber, tomato, olive, oregano","Cook couscous, top with seared feta, fresh cucumber, and a drizzle of feta.",Mediterranean,2,26,250g feta; 400g couscous; 1 cucumber; 1 tomato; 1 olive; 2 oregano
Chicken Risotto Rice Tacos (Style 3),"chicken, risotto rice, spinach, mushroom, basil, tomato, garlic, butter","Cook chicken with garlic, load into risotto rice with spinach and butter.",Italian,4,27,150g chicken; 2 risotto rice; 3 spinach; 2 mushroom; 3 basil; 2 tomato; 3 cloves garlic; 3 tbsp butter
White Beans Risotto Rice Wrap (Style 2),"white beans, risotto rice, basil, bell pepper, mushroom, oregano, olive oil","Fill risotto rice with white beans, basil, and olive oil, season with oregano, roll and serve.",Italian,6,13,3 white beans; 2 risotto rice; 3 basil; 3 bell pepper; 2 mushroom; 3 oregano; 3 tbsp olive oil
Chicken Couscous Pasta (Style 3),"chicken, couscous, onion, cucumber, olive, parsley, mint, oregano, olive oil","Boil couscous, saute chicken with parsley, toss with onion and olive oil.",Mediterranean,3,20,400g chicken; 400g couscous; 2 onion; 2 cucumber; 3 olive; 3 parsley; 1 mint; 2 oregano; 1 tbsp olive oil
Egg Roti Skillet,"egg, roti, spinach, tomato, garam masala, garlic, cumin, ghee","Brown egg in ghee, add spinach and garam masala, fold in roti, cook until done.",Indian,4,33,2 egg; 3 roti; 1 spinach; 1 tomato; 1 garam masala; 3 cloves garlic; 3 cumin; 2 tbsp ghee
Chicken Roti Wrap (Style 2),"chicken, roti, cauliflower, spinach, peas, turmeric, oil","Fill roti with chicken, cauliflower, and oil, season with turmeric, roll and serve.",Indian,6,14,300g chicken; 1 roti; 1 cauliflower; 2 spinach; 1 peas; 2 turmeric; 2 tbsp oil
Sausage Risotto Rice Salad (Style 3),"sausage, risotto rice, bell pepper, mushroom, garlic, onion, oregano, olive oil","Combine bell pepper, sausage, and risotto rice, dress with olive oil and garlic, toss well.",Italian,2,18,2 sausage; 2 risotto rice; 3 bell pepper; 1 mushroom; 4 cloves garlic; 3 onion; 3 oregano; 1 tbsp olive oil
Egg Noodles Salad (Style 3),"egg, noodles, scallion, bell pepper, sesame oil, garlic, soy sauce, vegetable oil","Combine scallion, egg, and noodles, dress with vegetable oil and sesame oil, toss well.",Chinese,2,17,1 egg; 150g noodles; 3 scallion; 1 bell pepper; 1 tsp sesame oil; 3 cloves garlic; 3 soy sauce; 3 tbsp vegetable oil
Tofu Noodles Skillet (Style 3),"tofu, noodles, carrot, bell pepper, broccoli, soy sauce, ginger, peanut oil","Brown tofu in peanut oil, add carrot and soy sauce, fold in noodles, cook until done.",Chinese,6,32,150g tofu; 300g noodles; 1 carrot; 1 bell pepper; 2 broccoli; 2 soy sauce; 3 tbsp ginger; 1 peanut oil
Shrimp Corn Stir-Fry (Style 3),"shrimp, corn, jalapeno, lettuce, cumin, lime, olive oil","Heat oil in a wok, stir-fry shrimp until cooked, add jalapeno and cumin, toss with corn and serve hot.",Mexican,2,24,400g shrimp; 1 corn; 3 jalapeno; 1 lettuce; 2 cumin; 3 lime; 2 tbsp olive oil
Beef Bread Bowl,"beef, bread, basil, spinach, onion, garlic, oregano, parmesan","Cook bread, top with seared beef, fresh basil, and a drizzle of parmesan.",Italian,6,30,150g beef; 3 bread; 3 basil; 1 spinach; 1 onion; 3 cloves garlic; 3 oregano; 2 cup parmesan
Shrimp Pasta Baked (Style 3),"shrimp, pasta, bell pepper, zucchini, mushroom, onion, garlic, oregano, parmesan","Layer shrimp, bell pepper, and pasta, top with parmesan, bake until golden.",Italian,6,60,400g shrimp; 300g pasta; 3 bell pepper; 3 zucchini; 3 mushroom; 3 onion; 3 cloves garlic; 2 oregano; 2 cup parmesan
Egg Couscous Baked,"egg, couscous, onion, tomato, garlic, olive oil","Layer egg, onion, and couscous, top with olive oil, bake until golden.",Mediterranean,2,52,2 egg; 200g couscous; 1 onion; 1 tomato; 2 cloves garlic; 3 tbsp olive oil
Egg Bun Wrap,"egg, bun, tomato, lettuce, paprika, garlic, cheese","Fill bun with egg, tomato, and cheese, season with paprika, roll and serve.",American,4,10,1 egg; 2 bun; 3 tomato; 3 lettuce; 1 paprika; 2 cloves garlic; 2 cup cheese
Chicken Bulgur Bowl (Style 2),"chicken, bulgur, tomato, spinach, olive, mint, yogurt","Cook bulgur, top with seared chicken, fresh tomato, and a drizzle of yogurt.",Mediterranean,6,30,150g chicken; 200g bulgur; 1 tomato; 1 spinach; 2 olive; 1 mint; 1 cup yogurt
Lamb Basmati Rice Tacos,"lamb, basmati rice, tomato, peas, onion, cauliflower, garam masala, oil","Cook lamb with garam masala, load into basmati rice with tomato and oil.",Indian,4,24,150g lamb; 250g basmati rice; 3 tomato; 3 peas; 1 onion; 3 cauliflower; 3 garam masala; 1 tbsp oil
Beef Gnocchi Salad (Style 2),"beef, gnocchi, zucchini, bell pepper, tomato, spinach, garlic, onion, oregano, olive oil","Combine zucchini, beef, and gnocchi, dress with olive oil and garlic, toss well.",Italian,2,15,200g beef; 1 gnocchi; 2 zucchini; 3 bell pepper; 3 tomato; 3 spinach; 4 cloves garlic; 3 onion; 2 oregano; 3 tbsp olive oil
Shrimp Polenta Wrap (Style 2),"shrimp, polenta, tomato, spinach, onion, oregano, garlic, olive oil","Fill polenta with shrimp, tomato, and olive oil, season with onion, roll and serve.",Italian,4,11,150g shrimp; 2 polenta; 1 tomato; 1 spinach; 1 onion; 3 oregano; 3 cloves garlic; 1 tbsp olive oil
Beef Potato Bowl (Style 2),"beef, potato, mushroom, corn, tomato, paprika, mayo","Cook potato, top with seared beef, fresh mushroom, and a drizzle of mayo.",American,4,23,150g beef; 1 potato; 3 mushroom; 2 corn; 1 tomato; 3 paprika; 2 mayo
Lamb Potato Soup,"lamb, potato, spinach, tomato, cumin, ginger, cilantro, yogurt","Simmer lamb, spinach, and cumin in broth, add potato near the end, season and serve.",Indian,6,35,200g lamb; 3 potato; 2 spinach; 3 tomato; 2 cumin; 2 tbsp ginger; 2 cilantro; 1 cup yogurt
Chickpeas Roti Tacos (Style 3),"chickpeas, roti, cauliflower, peas, onion, garam masala, yogurt","Cook chickpeas with garam masala, load into roti with cauliflower and yogurt.",Indian,2,22,3 chickpeas; 2 roti; 1 cauliflower; 2 peas; 3 onion; 1 garam masala; 1 cup yogurt
Shrimp Risotto Rice Salad,"shrimp, risotto rice, tomato, zucchini, bell pepper, garlic, oregano, onion, butter","Combine tomato, shrimp, and risotto rice, dress with butter and garlic, toss well.",Italian,3,17,400g shrimp; 1 risotto rice; 3 tomato; 3 zucchini; 2 bell pepper; 2 cloves garlic; 3 oregano; 3 onion; 2 tbsp butter
Lamb Naan Baked (Style 3),"lamb, naan, peas, onion, tomato, cilantro, turmeric, garam masala, oil","Layer lamb, peas, and naan, top with oil, bake until golden.",Indian,2,45,200g lamb; 2 naan; 1 peas; 3 onion; 3 tomato; 3 cilantro; 1 turmeric; 2 garam masala; 3 tbsp oil
Turkey Bread Wrap (Style 3),"turkey, bread, onion, corn, paprika, garlic, mustard, butter","Fill bread with turkey, onion, and butter, season with paprika, roll and serve.",American,4,13,1 turkey; 2 bread; 1 onion; 1 corn; 3 paprika; 3 cloves garlic; 1 mustard; 2 tbsp butter
Chicken Orzo Tacos (Style 3),"chicken, orzo, spinach, onion, cucumber, olive, parsley, feta","Cook chicken with parsley, load into orzo with spinach and feta.",Mediterranean,2,25,300g chicken; 1 orzo; 1 spinach; 3 onion; 2 cucumber; 2 olive; 2 parsley; 150g feta
Chicken Taco Shells Soup (Style 3),"chicken, taco shells, bell pepper, lettuce, onion, avocado, cumin, sour cream","Simmer chicken, bell pepper, and cumin in broth, add taco shells near the end, season and serve.",Mexican,2,44,250g chicken; 3 taco shells; 2 bell pepper; 3 lettuce; 2 onion; 1 avocado; 1 cumin; 3 sour cream
Pork Dumpling Wrappers Pasta,"pork, dumpling wrappers, broccoli, bok choy, snow peas, scallion, soy sauce, peanut oil","Boil dumpling wrappers, saute pork with soy sauce, toss with broccoli and peanut oil.",Chinese,6,27,300g pork; 2 dumpling wrappers; 3 broccoli; 1 bok choy; 1 snow peas; 2 scallion; 3 soy sauce; 1 peanut oil
Beef Pasta Curry (Style 3),"beef, pasta, basil, bell pepper, zucchini, tomato, onion, garlic, oregano, parmesan","Saute onion, add beef and basil, simmer in sauce until tender, serve over pasta.",Italian,6,35,400g beef; 150g pasta; 3 basil; 1 bell pepper; 1 zucchini; 3 tomato; 1 onion; 2 cloves garlic; 2 oregano; 1 cup parmesan
Pork Rice Salad (Style 2),"pork, rice, avocado, lettuce, jalapeno, lime, cumin, sour cream","Combine avocado, pork, and rice, dress with sour cream and lime, toss well.",Mexican,2,15,300g pork; 400g rice; 3 avocado; 2 lettuce; 2 jalapeno; 2 lime; 2 cumin; 1 sour cream
Tofu Soba Skillet (Style 2),"tofu, soba, carrot, scallion, garlic, vegetable oil","Brown tofu in vegetable oil, add carrot and garlic, fold in soba, cook until done.",Japanese,3,25,200g tofu; 2 soba; 1 carrot; 2 scallion; 4 cloves garlic; 2 tbsp vegetable oil
Sausage Pasta Wrap,"sausage, pasta, tomato, basil, spinach, zucchini, oregano, garlic, onion, butter","Fill pasta with sausage, tomato, and butter, season with oregano, roll and serve.",Italian,6,13,3 sausage; 200g pasta; 2 tomato; 1 basil; 3 spinach; 3 zucchini; 2 oregano; 3 cloves garlic; 1 onion; 1 tbsp butter
Tofu Soba Curry (Style 3),"tofu, soba, spinach, cabbage, seaweed, ginger, sesame oil","Saute ginger, add tofu and spinach, simmer in sauce until tender, serve over soba.",Japanese,4,35,200g tofu; 3 soba; 2 spinach; 1 cabbage; 2 seaweed; 3 tbsp ginger; 1 tsp sesame oil
Black Beans Corn Curry (Style 2),"black beans, corn, bell pepper, onion, avocado, lettuce, cumin, lime, cheese","Saute cumin, add black beans and bell pepper, simmer in sauce until tender, serve over corn.",Mexican,3,35,3 black beans; 3 corn; 2 bell pepper; 2 onion; 1 avocado; 2 lettuce; 1 cumin; 2 lime; 2 cup cheese
Tofu Rice Noodles Tacos (Style 3),"tofu, rice noodles, bean sprouts, carrot, broccoli, garlic, chili, lemongrass, coconut milk","Cook tofu with garlic, load into rice noodles with bean sprouts and coconut milk.",Thai,6,24,400g tofu; 3 rice noodles; 1 bean sprouts; 2 carrot; 1 broccoli; 3 cloves garlic; 3 chili; 2 lemongrass; 1 cup coconut milk
Chicken Rice Noodles Baked,"chicken, rice noodles, broccoli, basil, garlic, chili, lemongrass, vegetable oil","Layer chicken, broccoli, and rice noodles, top with vegetable oil, bake until golden.",Thai,6,53,400g chicken; 1 rice noodles; 3 broccoli; 2 basil; 4 cloves garlic; 2 chili; 3 lemongrass; 1 tbsp vegetable oil
Turkey Bread Salad,"turkey, bread, lettuce, onion, corn, bell pepper, garlic, mustard, olive oil","Combine lettuce, turkey, and bread, dress with olive oil and garlic, toss well.",American,2,18,3 turkey; 3 bread; 1 lettuce; 1 onion; 2 corn; 2 bell pepper; 2 cloves garlic; 1 mustard; 3 tbsp olive oil
Salmon Udon Tacos (Style 3),"salmon, udon, scallion, spinach, garlic, sesame oil","Cook salmon with garlic, load into udon with scallion and sesame oil.",Japanese,3,27,200g salmon; 1 udon; 1 scallion; 2 spinach; 2 cloves garlic; 1 tsp sesame oil
Paneer Naan Curry (Style 2),"paneer, naan, peas, cauliflower, spinach, ginger, cilantro, cumin, coconut milk","Saute ginger, add paneer and peas, simmer in sauce until tender, serve over naan.",Indian,4,37,400g paneer; 1 naan; 2 peas; 3 cauliflower; 2 spinach; 3 tbsp ginger; 2 cilantro; 3 cumin; 1 cup coconut milk
Turkey Bread Bowl,"turkey, bread, onion, tomato, corn, paprika, mustard, garlic, cheese","Cook bread, top with seared turkey, fresh onion, and a drizzle of cheese.",American,2,28,3 turkey; 1 bread; 3 onion; 2 tomato; 1 corn; 3 paprika; 3 mustard; 2 cloves garlic; 1 cup cheese
Pork Dumpling Wrappers Wrap,"pork, dumpling wrappers, scallion, carrot, bok choy, garlic, soy sauce, sesame oil, peanut oil","Fill dumpling wrappers with pork, scallion, and peanut oil, season with garlic, roll and serve.",Chinese,4,15,300g pork; 3 dumpling wrappers; 2 scallion; 3 carrot; 1 bok choy; 2 cloves garlic; 1 soy sauce; 2 tsp sesame oil; 3 peanut oil
Chickpeas Rice Stir-Fry,"chickpeas, rice, tomato, onion, cucumber, oregano, lemon, parsley, olive oil","Heat oil in a wok, stir-fry chickpeas until cooked, add tomato and oregano, toss with rice and serve hot.",Mediterranean,3,15,3 chickpeas; 200g rice; 2 tomato; 1 onion; 3 cucumber; 3 oregano; 3 lemon; 3 parsley; 2 tbsp olive oil
Pork Rice Tacos (Style 3),"pork, rice, bell pepper, lettuce, avocado, onion, lime, cilantro, garlic, sour cream","Cook pork with lime, load into rice with bell pepper and sour cream.",Mexican,2,23,300g pork; 400g rice; 2 bell pepper; 3 lettuce; 1 avocado; 2 onion; 2 lime; 3 cilantro; 4 cloves garlic; 3 sour cream
Paneer Potato Bowl (Style 3),"paneer, potato, cauliflower, spinach, tomato, onion, garlic, yogurt","Cook potato, top with seared paneer, fresh cauliflower, and a drizzle of yogurt.",Indian,3,27,150g paneer; 3 potato; 3 cauliflower; 2 spinach; 1 tomato; 2 onion; 3 cloves garlic; 2 cup yogurt
Chicken Soba Pasta,"chicken, soba, mushroom, cabbage, spinach, sesame, sesame oil","Boil soba, saute chicken with sesame, toss with mushroom and sesame oil.",Japanese,6,22,150g chicken; 2 soba; 3 mushroom; 1 cabbage; 2 spinach; 1 sesame; 1 tsp sesame oil
Chicken Jasmine Rice Tacos (Style 3),"chicken, jasmine rice, bell pepper, broccoli, carrot, lime, coconut milk","Cook chicken with lime, load into jasmine rice with bell pepper and coconut milk.",Thai,6,24,400g chicken; 150g jasmine rice; 2 bell pepper; 2 broccoli; 2 carrot; 1 lime; 1 cup coconut milk
Shrimp Taco Shells Bowl,"shrimp, taco shells, avocado, lettuce, bell pepper, tomato, lime, olive oil","Cook taco shells, top with seared shrimp, fresh avocado, and a drizzle of olive oil.",Mexican,2,28,250g shrimp; 3 taco shells; 1 avocado; 2 lettuce; 2 bell pepper; 3 tomato; 2 lime; 1 tbsp olive oil
Pork Rice Noodles Bowl (Style 3),"pork, rice noodles, bell pepper, bean sprouts, garlic, coconut milk","Cook rice noodles, top with seared pork, fresh bell pepper, and a drizzle of coconut milk.",Thai,2,28,200g pork; 1 rice noodles; 1 bell pepper; 1 bean sprouts; 3 cloves garlic; 1 cup coconut milk
Feta Bulgur Stir-Fry,"feta, bulgur, onion, eggplant, tomato, oregano, lemon","Heat oil in a wok, stir-fry feta until cooked, add onion and oregano, toss with bulgur and serve hot.",Mediterranean,3,22,200g feta; 400g bulgur; 1 onion; 3 eggplant; 3 tomato; 3 oregano; 2 lemon
Chicken Soba Baked,"chicken, soba, mushroom, scallion, cabbage, spinach, garlic, soy sauce, sesame oil","Layer chicken, mushroom, and soba, top with sesame oil, bake until golden.",Japanese,2,56,300g chicken; 1 soba; 1 mushroom; 1 scallion; 1 cabbage; 2 spinach; 2 cloves garlic; 3 soy sauce; 1 tsp sesame oil
Chicken Tortilla Soup (Style 3),"chicken, tortilla, jalapeno, avocado, onion, cumin, garlic, cheese","Simmer chicken, jalapeno, and cumin in broth, add tortilla near the end, season and serve.",Mexican,4,40,300g chicken; 2 tortilla; 2 jalapeno; 1 avocado; 1 onion; 2 cumin; 3 cloves garlic; 1 cup cheese
Sausage Risotto Rice Bowl (Style 2),"sausage, risotto rice, tomato, bell pepper, garlic, onion, butter","Cook risotto rice, top with seared sausage, fresh tomato, and a drizzle of butter.",Italian,2,27,1 sausage; 2 risotto rice; 2 tomato; 3 bell pepper; 4 cloves garlic; 2 onion; 2 tbsp butter
Chicken Basmati Rice Soup (Style 3),"chicken, basmati rice, cauliflower, tomato, peas, spinach, cilantro, garam masala, garlic, yogurt","Simmer chicken, cauliflower, and cilantro in broth, add basmati rice near the end, season and serve.",Indian,2,38,200g chicken; 400g basmati rice; 3 cauliflower; 3 tomato; 3 peas; 3 spinach; 2 cilantro; 3 garam masala; 2 cloves garlic; 1 cup yogurt
Shrimp Jasmine Rice Stir-Fry (Style 2),"shrimp, jasmine rice, broccoli, bell pepper, lemongrass, chili, coconut milk","Heat oil in a wok, stir-fry shrimp until cooked, add broccoli and lemongrass, toss with jasmine rice and serve hot.",Thai,4,25,200g shrimp; 400g jasmine rice; 3 broccoli; 3 bell pepper; 3 lemongrass; 2 chili; 2 cup coconut milk
White Beans Rice Pasta,"white beans, rice, onion, tomato, lemon, mint, parsley, yogurt","Boil rice, saute white beans with lemon, toss with onion and yogurt.",Mediterranean,4,21,2 white beans; 250g rice; 1 onion; 3 tomato; 3 lemon; 3 mint; 1 parsley; 2 cup yogurt
White Beans Gnocchi Baked,"white beans, gnocchi, mushroom, bell pepper, garlic, oregano, olive oil","Layer white beans, mushroom, and gnocchi, top with olive oil, bake until golden.",Italian,2,53,2 white beans; 2 gnocchi; 3 mushroom; 1 bell pepper; 2 cloves garlic; 1 oregano; 1 tbsp olive oil
Chicken Orzo Stir-Fry,"chicken, orzo, onion, tomato, olive, parsley, mint, garlic, olive oil","Heat oil in a wok, stir-fry chicken until cooked, add onion and parsley, toss with orzo and serve hot.",Mediterranean,6,19,150g chicken; 3 orzo; 1 onion; 3 tomato; 1 olive; 2 parsley; 2 mint; 2 cloves garlic; 2 tbsp olive oil
Egg Couscous Baked (Style 2),"egg, couscous, spinach, eggplant, cucumber, onion, mint, parsley, lemon, feta","Layer egg, spinach, and couscous, top with feta, bake until golden.",Mediterranean,2,42,2 egg; 150g couscous; 3 spinach; 2 eggplant; 2 cucumber; 3 onion; 3 mint; 2 parsley; 2 lemon; 250g feta
Beef Taco Shells Baked (Style 3),"beef, taco shells, onion, tomato, lettuce, lime, cumin, cheese","Layer beef, onion, and taco shells, top with cheese, bake until golden.",Mexican,4,49,400g beef; 3 taco shells; 3 onion; 3 tomato; 1 lettuce; 1 lime; 3 cumin; 1 cup cheese
Pork Jasmine Rice Wrap (Style 3),"pork, jasmine rice, carrot, basil, bean sprouts, bell pepper, chili, vegetable oil","Fill jasmine rice with pork, carrot, and vegetable oil, season with chili, roll and serve.",Thai,3,10,150g pork; 300g jasmine rice; 1 carrot; 1 basil; 3 bean sprouts; 1 bell pepper; 3 chili; 1 tbsp vegetable oil
Chicken Bread Skillet (Style 3),"chicken, bread, basil, zucchini, bell pepper, oregano, butter","Brown chicken in butter, add basil and oregano, fold in bread, cook until done.",Italian,4,26,150g chicken; 2 bread; 1 basil; 3 zucchini; 2 bell pepper; 3 oregano; 2 tbsp butter
Chicken Naan Skillet (Style 3),"chicken, naan, peas, cauliflower, cumin, coconut milk","Brown chicken in coconut milk, add peas and cumin, fold in naan, cook until done.",Indian,2,30,200g chicken; 2 naan; 2 peas; 2 cauliflower; 2 cumin; 1 cup coconut milk
Tofu Noodles Tacos,"tofu, noodles, bell pepper, snow peas, bok choy, soy sauce, garlic, peanut oil","Cook tofu with soy sauce, load into noodles with bell pepper and peanut oil.",Chinese,2,23,250g tofu; 200g noodles; 2 bell pepper; 2 snow peas; 2 bok choy; 1 soy sauce; 4 cloves garlic; 3 peanut oil
Egg Noodles Baked (Style 2),"egg, noodles, bok choy, snow peas, carrot, garlic, vegetable oil","Layer egg, bok choy, and noodles, top with vegetable oil, bake until golden.",Chinese,2,50,2 egg; 300g noodles; 1 bok choy; 3 snow peas; 2 carrot; 2 cloves garlic; 2 tbsp vegetable oil
Shrimp Pasta Tacos,"shrimp, pasta, spinach, tomato, bell pepper, basil, onion, oregano, olive oil","Cook shrimp with onion, load into pasta with spinach and olive oil.",Italian,4,20,150g shrimp; 400g pasta; 1 spinach; 2 tomato; 2 bell pepper; 2 basil; 3 onion; 1 oregano; 3 tbsp olive oil
Lamb Bulgur Salad (Style 2),"lamb, bulgur, onion, olive, lemon, oregano, garlic, feta","Combine onion, lamb, and bulgur, dress with feta and lemon, toss well.",Mediterranean,3,14,250g lamb; 300g bulgur; 2 onion; 3 olive; 3 lemon; 1 oregano; 3 cloves garlic; 400g feta
Edamame Rice Baked,"edamame, rice, seaweed, spinach, sesame, vegetable oil","Layer edamame, seaweed, and rice, top with vegetable oil, bake until golden.",Japanese,4,54,1 edamame; 150g rice; 2 seaweed; 1 spinach; 1 sesame; 2 tbsp vegetable oil
Shrimp Bread Wrap (Style 3),"shrimp, bread, mushroom, tomato, onion, parmesan","Fill bread with shrimp, mushroom, and parmesan, season with onion, roll and serve.",Italian,2,10,150g shrimp; 3 bread; 1 mushroom; 3 tomato; 1 onion; 1 cup parmesan
Pork Rice Noodles Wrap (Style 3),"pork, rice noodles, broccoli, carrot, bean sprouts, chili, ginger, coconut milk","Fill rice noodles with pork, broccoli, and coconut milk, season with chili, roll and serve.",Thai,2,11,250g pork; 3 rice noodles; 1 broccoli; 3 carrot; 3 bean sprouts; 3 chili; 3 tbsp ginger; 2 cup coconut milk
Beef Bun Pasta (Style 3),"beef, bun, mushroom, lettuce, mustard, cheese","Boil bun, saute beef with mustard, toss with mushroom and cheese.",American,2,30,150g beef; 1 bun; 1 mushroom; 2 lettuce; 2 mustard; 1 cup cheese
Egg Corn Tacos (Style 2),"egg, corn, avocado, bell pepper, cilantro, lime, cheese","Cook egg with cilantro, load into corn with avocado and cheese.",Mexican,6,24,2 egg; 2 corn; 3 avocado; 3 bell pepper; 2 cilantro; 2 lime; 2 cup cheese
Chicken Naan Curry,"chicken, naan, tomato, onion, cauliflower, cilantro, cumin, coconut milk","Saute cilantro, add chicken and tomato, simmer in sauce until tender, serve over naan.",Indian,6,34,200g chicken; 3 naan; 3 tomato; 1 onion; 3 cauliflower; 1 cilantro; 2 cumin; 2 cup coconut milk
Beef Gnocchi Wrap (Style 2),"beef, gnocchi, bell pepper, mushroom, basil, garlic, onion, butter","Fill gnocchi with beef, bell pepper, and butter, season with garlic, roll and serve.",Italian,6,14,150g beef; 1 gnocchi; 3 bell pepper; 3 mushroom; 2 basil; 4 cloves garlic; 3 onion; 3 tbsp butter
Egg Potato Salad,"egg, potato, peas, onion, cauliflower, tomato, turmeric, yogurt","Combine peas, egg, and potato, dress with yogurt and turmeric, toss well.",Indian,2,16,2 egg; 3 potato; 2 peas; 3 onion; 3 cauliflower; 2 tomato; 3 turmeric; 2 cup yogurt
Beef Bun Skillet (Style 3),"beef, bun, onion, bell pepper, mushroom, lettuce, mustard, paprika, garlic, olive oil","Brown beef in olive oil, add onion and mustard, fold in bun, cook until done.",American,6,30,400g beef; 3 bun; 1 onion; 1 bell pepper; 2 mushroom; 3 lettuce; 1 mustard; 3 paprika; 3 cloves garlic; 2 tbsp olive oil
White Beans Pita Skillet,"white beans, pita, olive, tomato, eggplant, mint, parsley, yogurt","Brown white beans in yogurt, add olive and mint, fold in pita, cook until done.",Mediterranean,4,25,1 white beans; 1 pita; 3 olive; 2 tomato; 1 eggplant; 3 mint; 1 parsley; 2 cup yogurt
Egg Bread Soup,"egg, bread, mushroom, bell pepper, onion, oregano, garlic, olive oil","Simmer egg, mushroom, and onion in broth, add bread near the end, season and serve.",Italian,2,45,1 egg; 2 bread; 1 mushroom; 3 bell pepper; 1 onion; 2 oregano; 2 cloves garlic; 3 tbsp olive oil
Beef Polenta Pasta,"beef, polenta, tomato, zucchini, bell pepper, mushroom, oregano, garlic, parmesan","Boil polenta, saute beef with oregano, toss with tomato and parmesan.",Italian,3,22,150g beef; 2 polenta; 3 tomato; 3 zucchini; 3 bell pepper; 2 mushroom; 3 oregano; 3 cloves garlic; 2 cup parmesan
Beef Noodles Wrap,"beef, noodles, bell pepper, snow peas, carrot, scallion, garlic, sesame oil, vegetable oil","Fill noodles with beef, bell pepper, and vegetable oil, season with garlic, roll and serve.",Chinese,3,14,250g beef; 200g noodles; 1 bell pepper; 1 snow peas; 1 carrot; 3 scallion; 2 cloves garlic; 1 tsp sesame oil; 3 tbsp vegetable oil
Chickpeas Roti Pasta (Style 3),"chickpeas, roti, cauliflower, tomato, spinach, peas, ginger, oil","Boil roti, saute chickpeas with ginger, toss with cauliflower and oil.",Indian,3,21,1 chickpeas; 1 roti; 2 cauliflower; 1 tomato; 1 spinach; 3 peas; 3 tbsp ginger; 2 tbsp oil
Lentils Roti Baked (Style 3),"lentils, roti, tomato, peas, cilantro, ghee","Layer lentils, tomato, and roti, top with ghee, bake until golden.",Indian,2,44,3 lentils; 2 roti; 1 tomato; 2 peas; 3 cilantro; 2 tbsp ghee
Egg Risotto Rice Wrap,"egg, risotto rice, spinach, bell pepper, onion, parmesan","Fill risotto rice with egg, spinach, and parmesan, season with onion, roll and serve.",Italian,3,15,3 egg; 2 risotto rice; 1 spinach; 3 bell pepper; 3 onion; 1 cup parmesan
Chickpeas Orzo Stir-Fry,"chickpeas, orzo, tomato, spinach, cucumber, onion, parsley, lemon, mint, feta","Heat oil in a wok, stir-fry chickpeas until cooked, add tomato and parsley, toss with orzo and serve hot.",Mediterranean,4,21,1 chickpeas; 3 orzo; 2 tomato; 2 spinach; 2 cucumber; 2 onion; 2 parsley; 3 lemon; 2 mint; 250g feta
Egg Couscous Stir-Fry,"egg, couscous, eggplant, olive, cucumber, spinach, oregano, lemon, feta","Heat oil in a wok, stir-fry egg until cooked, add eggplant and oregano, toss with couscous and serve hot.",Mediterranean,2,15,1 egg; 300g couscous; 2 eggplant; 2 olive; 1 cucumber; 2 spinach; 3 oregano; 3 lemon; 200g feta
Chicken Tortilla Salad,"chicken, tortilla, bell pepper, tomato, lime, garlic, sour cream","Combine bell pepper, chicken, and tortilla, dress with sour cream and lime, toss well.",Mexican,4,10,400g chicken; 1 tortilla; 3 bell pepper; 1 tomato; 3 lime; 3 cloves garlic; 1 sour cream
White Beans Rice Curry (Style 2),"white beans, rice, tomato, eggplant, spinach, olive, parsley, garlic, yogurt","Saute parsley, add white beans and tomato, simmer in sauce until tender, serve over rice.",Mediterranean,6,35,3 white beans; 200g rice; 1 tomato; 3 eggplant; 2 spinach; 2 olive; 3 parsley; 3 cloves garlic; 2 cup yogurt
Edamame Ramen Noodles Pasta (Style 3),"edamame, ramen noodles, scallion, mushroom, carrot, soy sauce, sesame oil","Boil ramen noodles, saute edamame with soy sauce, toss with scallion and sesame oil.",Japanese,4,30,1 edamame; 3 ramen noodles; 1 scallion; 2 mushroom; 3 carrot; 3 soy sauce; 1 tsp sesame oil
Chicken Soba Soup (Style 2),"chicken, soba, spinach, seaweed, mushroom, cabbage, soy sauce, miso, ginger, sesame oil","Simmer chicken, spinach, and soy sauce in broth, add soba near the end, season and serve.",Japanese,2,44,150g chicken; 1 soba; 3 spinach; 1 seaweed; 2 mushroom; 1 cabbage; 1 soy sauce; 3 miso; 1 tbsp ginger; 2 tsp sesame oil
Egg Bread Skillet (Style 3),"egg, bread, basil, mushroom, spinach, bell pepper, onion, oregano, parmesan","Brown egg in parmesan, add basil and onion, fold in bread, cook until done.",Italian,2,25,2 egg; 3 bread; 1 basil; 1 mushroom; 3 spinach; 1 bell pepper; 1 onion; 1 oregano; 2 cup parmesan
Egg Ramen Noodles Pasta (Style 2),"egg, ramen noodles, seaweed, carrot, scallion, soy sauce, vegetable oil","Boil ramen noodles, saute egg with soy sauce, toss with seaweed and vegetable oil.",Japanese,3,27,3 egg; 1 ramen noodles; 1 seaweed; 3 carrot; 3 scallion; 3 soy sauce; 2 tbsp vegetable oil
